qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2245,242,94,18,23,18,92445,,
2246,242,89,29,10,19,92710,,
2247,242,69,18,24,20,93071,,
2248,242,91,15,29,21,93494,,
2249,242,92,30,16,22,93892,,
2250,242,93,31,11,23,93965,,
2251,242,85,30,17,24,95169,,
2252,242,90,28,22,25,96065,,
2253,242,64,28,21,26,96624,,
2254,243,30,22,1,1,81452,,
2255,243,55,6,27,2,82052,,
2256,243,77,6,28,3,82071,,
2257,243,14,3,6,4,82332,,
2258,243,71,3,5,5,82349,,
2259,243,56,17,15,6,83352,,
2260,243,65,22,2,7,83536,,
2261,243,22,17,14,8,83705,,
2262,243,57,1,8,9,83833,,
2263,243,95,1,7,10,83927,,
2264,243,84,27,25,11,84727,,
2265,243,49,15,30,12,84802,,
2266,243,63,25,4,13,84971,,
2267,243,81,29,9,14,85053,,
2268,243,44,27,26,15,85204,,
2269,243,50,31,12,16,85827,,
2270,243,79,25,3,17,85946,,
2271,243,89,29,10,18,86059,,
2272,243,94,18,23,19,86619,,
2273,243,91,15,29,20,87007,,
2274,243,69,18,24,21,87345,,
2275,243,93,31,11,22,87575,,
2276,243,85,30,17,23,88094,,
2277,243,92,30,16,24,88598,,
2278,243,90,28,22,25,88963,,
2279,243,64,28,21,26,89540,,
2280,244,71,3,5,1,81952,,
2281,244,30,22,1,2,82742,,
2282,244,14,3,6,3,83109,,
2283,244,77,6,28,4,83220,,
2284,244,55,6,27,5,83754,,
2285,244,57,1,8,6,83857,,
2286,244,65,22,2,7,83885,,
2287,244,84,27,26,8,84447,,
2288,244,56,17,15,9,84857,,
2289,244,87,1,7,10,84933,,
2290,244,22,17,14,11,85081,,
2291,244,44,27,26,12,85125,,
2292,244,81,29,9,13,85447,,
2293,244,49,15,30,14,85661,,
2294,244,79,25,3,15,85808,,
2295,244,69,18,24,16,85969,,
2296,244,63,25,4,17,86473,,
2297,244,94,18,23,18,86913,,
2298,244,96,15,29,19,87145,,
2299,244,93,31,11,20,88337,,
2300,244,92,30,16,21,89039,,
2301,244,64,28,21,22,89244,,
2302,244,50,31,12,23,89391,,
2303,244,90,28,22,24,89608,,
2304,244,85,30,17,25,90149,,
2305,244,89,29,10,26,91542,,
2306,245,30,22,1,1,87661,,
2307,245,71,3,5,2,88039,,
2308,245,14,3,6,3,88091,,
2309,245,77,6,28,4,88189,,
2310,245,55,6,27,5,88474,,
2311,245,65,22,2,6,88498,,
2312,245,57,1,8,7,88910,,
2313,245,56,17,15,8,89021,,
2314,245,22,17,14,9,89171,,
2315,245,87,1,7,10,89641,,
2316,245,44,27,26,11,89809,,
2317,245,49,15,30,12,90017,,
2318,245,81,29,9,13,90159,,
2319,245,84,27,25,14,90255,,
2320,245,63,25,4,15,90657,,
2321,245,79,25,3,16,91382,,
2322,245,94,18,23,17,91445,,
2323,245,96,15,29,18,91838,,
2324,245,69,18,24,19,91853,,
2325,245,92,30,16,20,92841,,
2326,245,85,30,17,21,92894,,
2327,245,89,29,10,22,92995,,
2328,245,90,28,22,23,94000,,
2329,245,64,28,21,24,94982,,
2330,246,71,3,5,1,77225,,
2331,246,30,22,1,2,77512,,
2332,246,14,3,6,3,77925,,
2333,246,55,6,27,4,78761,,
2334,246,22,17,14,5,78810,,
2335,246,44,27,26,6,79047,,
2336,246,77,6,28,7,79051,,
2337,246,57,1,8,8,79238,,
2338,246,84,27,25,9,79384,,
2339,246,65,22,2,10,79555,,
2340,246,56,17,15,11,79845,,
2341,246,49,15,30,12,80309,,
2342,246,87,1,7,13,80527,,
2343,246,63,25,4,14,80796,,
2344,246,96,15,29,15,80943,,
2345,246,81,29,9,16,81076,,
2346,246,69,18,24,17,81323,,
2347,246,89,29,10,18,81894,,
2348,246,79,25,3,19,81930,,
2349,246,94,18,23,20,82104,,
2350,246,85,30,17,21,83466,,
2351,246,92,30,16,22,83647,,
2352,246,64,28,21,23,84184,,
2353,246,90,28,22,24,84865,,
2354,247,71,3,5,1,88124,,
2355,247,30,22,1,2,88397,,
2356,247,14,3,6,3,88947,,
2357,247,77,6,28,4,89657,,
2358,247,65,22,2,5,89867,,
2359,247,55,6,27,6,89874,,
2360,247,56,17,15,7,90083,,
2361,247,57,1,8,8,90140,,
2362,247,22,17,14,9,90354,,
2363,247,87,1,7,10,90453,,
2364,247,84,27,25,11,90946,,
2365,247,49,15,30,12,91602,,
2366,247,44,27,26,13,91842,,
2367,247,79,25,3,14,92087,,
2368,247,94,18,23,15,92259,,
2369,247,96,15,29,16,93166,,
2370,247,97,29,9,17,94154,,
2371,247,69,18,24,18,94556,,
2372,247,89,29,10,19,95323,,
2373,247,64,28,21,20,96023,,
2374,247,92,30,16,21,96076,,
2375,247,90,28,22,22,96651,,
2376,247,63,25,3,23,108639,,
2377,247,85,30,17,24,112398,,
2378,248,71,3,5,1,104385,,
2379,248,30,22,1,2,104465,,
2380,248,14,3,6,3,104540,,
2381,248,77,6,28,4,105553,,
2382,248,22,17,14,5,105765,,
2383,248,56,17,15,6,105846,,
2384,248,57,1,8,7,105849,,
2385,248,87,1,7,8,106221,,
2386,248,65,22,2,9,106315,,
2387,248,55,6,27,10,106356,,
2388,248,49,15,30,11,106801,,
2389,248,44,27,26,12,107372,,
2390,248,63,25,4,13,107507,,
2391,248,96,15,29,14,107636,,
2392,248,97,29,9,15,108093,,
2393,248,69,18,24,16,109302,,
2394,248,79,25,3,17,109402,,
2395,248,88,27,25,18,109716,,
2396,248,89,29,10,19,109892,,
2397,248,94,18,23,20,109990,,
2398,248,64,28,21,21,112961,,
2399,248,90,28,22,22,113405,,
2400,248,85,30,17,23,113492,,
2401,248,86,30,16,24,114625,,
2402,249,71,3,5,1,76982,,
2403,249,14,3,6,2,77366,,
2404,249,30,22,1,3,77558,,
2405,249,77,6,28,4,78059,,
2406,249,57,1,8,5,78363,,
2407,249,55,6,27,6,78968,,
2408,249,56,17,15,7,79499,,
2409,249,84,27,25,8,79748,,
2410,249,65,22,2,9,80072,,
2411,249,44,27,26,10,80160,,
2412,249,49,15,30,11,80413,,
2413,249,69,18,24,12,80543,,
2414,249,87,1,7,13,80640,,
2415,249,22,17,14,14,80902,,
2416,249,83,18,23,15,81156,,
2417,249,63,25,4,16,81624,,
2418,249,79,25,3,17,81702,,
2419,249,89,29,10,18,82081,,
2420,249,96,15,29,19,82161,,
2421,249,97,29,9,20,83275,,
2422,249,90,28,22,21,84351,,
2423,249,85,30,17,22,84371,,
2424,249,64,28,21,23,84695,,
2425,249,86,30,16,24,86570,,
2426,250,77,6,28,1,114392,,
2427,250,55,6,27,2,114631,,
2428,250,57,1,8,3,115435,,
2429,250,65,22,2,4,116085,,
2430,250,14,3,6,5,116254,,
2431,250,87,1,7,6,116622,,
2432,250,56,17,15,7,117001,,
2433,250,71,3,5,8,117768,,
2434,250,44,27,26,9,118021,,
2435,250,49,15,30,10,118148,,
2436,250,63,25,4,11,118224,,
2437,250,22,17,14,12,118293,,
2438,250,84,27,26,13,118314,,
2439,250,96,15,29,14,118356,,
2440,250,79,25,3,15,118551,,
2441,250,30,22,1,16,119079,,
2442,250,83,18,23,17,119256,,
2443,250,89,29,10,18,120990,,
2444,250,69,18,24,19,121012,,
2445,250,97,29,9,20,121685,,
2446,250,85,30,17,21,122405,,
2447,250,90,28,22,22,123817,,
2448,250,86,30,16,23,126407,,
2449,250,64,28,21,24,129537,,
2450,251,14,3,6,1,84462,,
2451,251,30,22,1,2,85026,,
2452,251,77,6,28,3,85353,,
2453,251,71,3,5,4,85699,,
2454,251,55,6,27,5,85707,,
2455,251,22,17,14,6,85919,,
2456,251,57,1,8,7,85920,,
2457,251,65,22,2,8,86433,,
2458,251,87,1,7,9,86472,,
2459,251,49,15,30,10,86541,,
2460,251,84,27,26,11,87067,,
2461,251,56,17,15,12,87271,,
2462,251,44,27,26,13,87384,,
2463,251,96,15,29,14,88741,,
2464,251,97,29,9,15,88870,,
2465,251,63,25,4,16,89028,,
2466,251,79,25,3,17,89287,,
2467,251,69,18,24,18,89559,,
2468,251,83,18,23,19,89936,,
2469,251,89,29,10,20,90515,,
2470,251,85,30,17,21,90721,,
2471,251,90,28,22,22,90834,,
2472,251,64,28,21,23,92101,,
2473,251,86,30,16,24,92470,,
2474,252,14,3,6,1,80537,,
2475,252,71,3,5,2,80905,,
2476,252,30,22,1,3,81301,,
2477,252,77,6,28,4,81970,,
2478,252,49,15,30,5,82226,,
2479,252,65,22,2,6,82322,,
2480,252,55,6,27,7,82391,,
2481,252,22,17,14,8,82538,,
2482,252,84,27,25,9,82588,,
2483,252,56,17,15,10,82831,,
2484,252,44,27,26,11,82904,,
2485,252,87,1,7,12,82914,,
2486,252,57,1,8,13,83064,,
2487,252,96,15,29,14,83934,,
2488,252,63,25,4,15,83936,,
2489,252,79,25,3,16,84287,,
2490,252,83,18,23,17,84657,,
2491,252,69,18,24,18,84778,,
2492,252,89,29,10,19,84883,,
2493,252,97,29,9,20,85179,,
2494,252,85,30,17,21,86172,,
2495,252,64,28,21,22,87292,,
2496,252,90,28,22,23,87523,,
2497,252,98,30,16,24,92769,,
2498,253,14,3,6,1,78738,,
2499,253,71,3,5,2,78972,,
2500,253,30,22,1,3,79150,,
2501,253,77,6,28,4,79821,,
2502,253,56,17,15,5,80488,,
2503,253,55,6,27,6,80510,,
2504,253,65,22,2,7,80653,,
2505,253,49,15,30,8,80749,,
2506,253,57,1,8,9,80866,,
2507,253,87,1,7,10,80909,,
2508,253,22,17,14,11,81211,,
2509,253,84,27,25,12,81541,,
2510,253,96,15,29,13,82059,,
2511,253,44,27,26,14,82062,,
2512,253,63,25,4,15,83058,,
2513,253,83,18,23,16,83328,,
2514,253,97,29,9,17,83689,,
2515,253,69,18,24,18,83760,,
2516,253,99,25,3,19,84286,,
2517,253,85,30,17,20,84696,,
2518,253,89,29,10,21,84900,,
2519,253,64,28,21,22,85157,,
2520,253,90,28,22,23,86098,,
2521,253,98,30,16,24,87853,,
2522,254,14,3,6,1,74013,,
2523,254,71,3,5,2,74213,,
2524,254,30,22,1,3,74284,,
2525,254,55,6,27,4,74919,,
2526,254,77,6,28,5,74974,,
2527,254,56,17,15,6,75354,,
2528,254,65,22,2,7,75556,,
2529,254,49,15,30,8,75561,,
2530,254,44,27,26,9,75621,,
2531,254,87,1,7,10,75652,,
2532,254,22,17,14,11,75774,,
2533,254,76,1,8,12,76338,,
2534,254,88,27,25,13,76519,,
2535,254,83,18,23,14,76596,,
2536,254,96,15,29,15,76646,,
2537,254,69,18,24,16,76887,,
2538,254,79,25,3,17,77014,,
2539,254,63,25,4,18,77213,,
2540,254,81,29,9,19,78114,,
2541,254,89,29,10,20,78212,,
2542,254,64,28,21,21,79579,,
2543,254,90,28,22,22,79745,,
2544,254,85,30,17,23,80093,,
2545,254,92,30,16,24,81405,,
2546,255,30,22,1,1,98023,,
2547,255,55,6,27,2,98888,,
2548,255,57,1,8,3,98954,,
2549,255,71,3,5,4,99032,,
2550,255,77,6,28,5,99040,,
2551,255,14,3,6,6,99155,,
2552,255,56,17,15,7,99621,,
2553,255,49,15,30,8,100010,,
2554,255,65,22,2,9,100349,,
2555,255,22,17,14,10,100381,,
2556,255,44,27,26,11,100838,,
2557,255,63,25,4,12,101355,,
2558,255,88,27,25,13,101592,,
2559,255,79,25,3,14,101977,,
2560,255,81,29,9,15,102059,,
2561,255,91,15,29,16,102912,,
2562,255,83,18,23,17,103102,,
2563,255,69,18,24,18,103542,,
2564,255,89,29,10,19,104074,,
2565,255,85,30,17,20,106097,,
2566,255,64,28,21,21,106654,,
2567,255,90,28,22,22,108267,,
2568,255,92,30,16,23,108289,,
2569,255,87,1,7,24,1002640,,
2570,256,71,3,5,1,,,
2571,256,14,3,6,2,,,
2572,256,30,22,1,3,,,
2573,256,77,6,28,4,,,
2574,256,55,6,27,5,,,
2575,256,49,15,30,6,,,
2576,256,22,17,14,7,,,
2577,256,65,22,2,8,,,
2578,256,56,17,15,9,,,
2579,256,87,1,7,10,,,
2580,256,84,27,25,11,,,
2581,256,44,27,26,12,,,
2582,256,81,29,9,13,,,
2583,256,63,25,4,14,,,
2584,256,69,18,24,15,,,
2585,256,79,25,3,16,,,
2586,256,83,18,23,17,,,
2587,256,91,15,29,18,,,
2588,256,89,29,10,19,,,
2589,256,90,28,22,20,,,
2590,256,64,28,21,21,,,
2591,256,85,30,16,22,,,
2592,256,92,30,16,23,,,
2593,256,57,1,8,24,,,
2594,257,102,3,2,1,75962,,
2595,257,30,22,5,2,76290,,
2596,257,55,6,27,3,77385,,
2597,257,71,3,0,4,77554,,
2598,257,49,15,30,5,77806,,
2599,257,81,29,10,6,77866,,
2600,257,91,15,29,7,77927,,
2601,257,57,1,7,8,78122,,
2602,257,50,22,6,9,78183,,
2603,257,79,25,3,10,78194,,
2604,257,104,29,9,11,78204,,
2605,257,87,25,4,12,78246,,
2606,257,100,33,20,13,78321,,
2607,257,22,17,14,14,78414,,
2608,257,94,18,23,15,78659,,
2609,257,56,17,15,16,78751,,
2610,257,77,6,28,17,78855,,
2611,257,84,1,8,18,78864,,
2612,257,44,27,26,19,79304,,
2613,257,103,27,25,20,79398,,
2614,257,65,32,12,21,79483,,
2615,257,105,18,24,22,79517,,
2616,257,106,33,19,23,79524,,
2617,257,83,32,11,24,79975,,
2618,257,92,30,34,25,80729,,
2619,257,101,31,31,26,81186,,
2620,258,102,3,2,1,70218,,
2621,258,30,22,5,2,70440,,
2622,258,71,3,0,3,70771,,
2623,258,57,1,7,4,71683,,
2624,258,77,6,28,5,71744,,
2625,258,84,1,8,6,72351,,
2626,258,78,6,27,7,72372,,
2627,258,22,17,14,8,72409,,
2628,258,104,29,9,9,72444,,
2629,258,50,22,6,10,72554,,
2630,258,49,15,30,11,72686,,
2631,258,87,25,4,12,72751,,
2632,258,81,29,10,13,72866,,
2633,258,79,25,3,14,73013,,
2634,258,105,18,24,15,73016,,
2635,258,100,33,20,16,73111,,
2636,258,94,18,23,17,73529,,
2637,258,103,27,25,18,73613,,
2638,258,91,15,29,19,73855,,
2639,258,88,17,15,20,73932,,
2640,258,106,33,19,21,74101,,
2641,258,44,27,26,22,74106,,
2642,258,65,32,12,23,74424,,
2643,258,83,32,11,24,74657,,
2644,258,101,31,31,25,74748,,
2645,258,107,31,32,26,76536,,
2646,259,102,3,2,1,81548,,
2647,259,30,22,5,2,81885,,
2648,259,77,6,28,3,82113,,
2649,259,71,3,0,4,82168,,
2650,259,109,22,6,5,82717,,
2651,259,78,6,27,6,82841,,
2652,259,49,15,30,7,83119,,
2653,259,57,1,7,8,83140,,
2654,259,79,25,3,9,83322,,
2655,259,91,15,29,10,83347,,
2656,259,81,29,10,11,83663,,
2657,259,87,25,4,12,83703,,
2658,259,84,1,8,13,83858,,
2659,259,94,18,23,14,84078,,
2660,259,105,18,24,15,84276,,
2661,259,104,29,9,16,84472,,
2662,259,103,27,25,17,84678,,
2663,259,100,33,20,18,84852,,
2664,259,44,27,26,19,84996,,
2665,259,65,32,12,20,85114,,
2666,259,110,17,15,21,85234,,
2667,259,83,32,11,22,85295,,
2668,259,106,33,19,23,85991,,
2669,259,101,31,31,24,86817,,
2670,259,92,30,34,25,87143,,
2671,259,107,31,32,26,87584,,
2672,259,108,30,33,27,87881,,
2673,259,22,17,14,28,,,
2674,261,30,22,5,1,81908,,
2675,261,71,3,0,2,82559,,
2676,261,57,1,7,3,82660,,
2677,261,109,22,6,4,82983,,
2678,261,22,17,14,5,83594,,
2679,261,55,6,27,6,83700,,
2680,261,77,6,28,7,83715,,
2681,261,84,1,8,8,83763,,
2682,261,14,3,2,9,83782,,
2683,261,79,25,3,10,83969,,
2684,261,87,25,4,11,83981,,
2685,261,49,15,30,12,84254,,
2686,261,56,17,15,13,84930,,
2687,261,105,18,24,14,84996,,
2688,261,81,29,10,15,85018,,
2689,261,100,33,20,16,85050,,
2690,261,106,33,19,17,85161,,
2691,261,94,18,23,18,85247,,
2692,261,44,27,26,19,85577,,
2693,261,103,27,25,20,85766,,
2694,261,104,29,9,21,86084,,
2695,261,65,32,12,22,86397,,
2696,261,70,32,11,23,87685,,
2697,261,101,31,31,24,88151,,
2698,261,92,30,34,25,88873,,
2699,261,108,30,33,26,90657,,
2700,262,30,22,5,1,86178,,
2701,262,55,6,27,2,86277,,
2702,262,77,6,28,3,87059,,
2703,262,71,3,0,4,87094,,
2704,262,14,3,2,5,87211,,
2705,262,22,17,14,6,87554,,
2706,262,57,1,7,7,87616,,
2707,262,56,17,15,8,87780,,
2708,262,79,25,3,9,87827,,
2709,262,49,15,30,10,87977,,
2710,262,81,29,10,11,87989,,
2711,262,84,1,8,12,88197,,
2712,262,87,25,4,13,88579,,
2713,262,110,15,29,14,88694,,
2714,262,94,18,23,15,88847,,
2715,262,104,29,9,16,88882,,
2716,262,65,32,12,17,88889,,
2717,262,105,18,24,18,88903,,
2718,262,44,27,26,19,88950,,
2719,262,109,22,6,20,88993,,
2720,262,100,33,20,21,89039,,
2721,262,106,33,19,22,89403,,
2722,262,70,32,11,23,90160,,
2723,262,103,27,25,24,90493,,
2724,262,101,31,31,25,91632,,
2725,262,92,30,34,26,92838,,
2726,263,71,3,0,1,76282,,
2727,263,95,3,2,2,76359,,
2728,263,30,22,5,3,76707,,
2729,263,55,6,27,4,76954,,
2730,263,77,6,28,5,76959,,
2731,263,56,17,15,6,77441,,
2732,263,22,17,14,7,77482,,
2733,263,50,22,6,8,77645,,
2734,263,57,1,7,9,77768,,
2735,263,49,15,30,10,77830,,
2736,263,110,15,29,11,77866,,
2737,263,84,1,8,12,78031,,
2738,263,44,27,26,13,78044,,
2739,263,79,25,3,14,78192,,
2740,263,103,27,25,15,78236,,
2741,263,94,18,23,16,78248,,
2742,263,87,25,4,17,78381,,
2743,263,104,29,9,18,78568,,
2744,263,65,32,12,19,78715,,
2745,263,100,33,20,20,78811,,
2746,263,105,18,24,21,78890,,
2747,263,81,29,10,22,78936,,
2748,263,70,32,11,23,79066,,
2749,263,101,31,31,24,79771,,
2750,263,106,33,19,25,79863,,
2751,263,111,31,32,26,81829,,
2752,264,71,3,0,1,84960,,
2753,264,30,22,5,2,84963,,
2754,264,77,6,28,3,84980,,
2755,264,55,6,27,4,85541,,
2756,264,57,1,7,5,86268,,
2757,264,22,17,14,6,86271,,
2758,264,14,3,2,7,86337,,
2759,264,79,25,3,8,86414,,
2760,264,84,1,8,9,86768,,
2761,264,50,22,6,10,86841,,
2762,264,87,25,4,11,86920,,
2763,264,56,17,15,12,87065,,
2764,264,49,15,30,13,87284,,
2765,264,94,18,23,14,87522,,
2766,264,44,27,26,15,87785,,
2767,264,81,29,10,16,87886,,
2768,264,105,18,24,17,88100,,
2769,264,110,15,29,18,88212,,
2770,264,70,32,11,19,88225,,
2771,264,104,29,9,20,88231,,
2772,264,65,32,12,21,88340,,
2773,264,100,33,20,22,88519,,
2774,264,103,27,25,23,88955,,
2775,264,106,33,19,24,89299,,
2776,264,101,31,31,25,90690,,
2777,264,111,31,32,26,90722,,
2778,265,77,6,28,1,103582,,
2779,265,55,6,27,2,104012,,
2780,265,71,3,0,3,104026,,
2781,265,30,22,5,4,104268,,
2782,265,79,25,3,5,104718,,
2783,265,14,3,2,6,105146,,
2784,265,87,25,4,7,105474,,
2785,265,57,1,7,8,105487,,
2786,265,49,15,30,9,105893,,
2787,265,56,17,15,10,105911,,
2788,265,22,17,14,11,105939,,
2789,265,44,27,26,12,106185,,
2790,265,84,1,8,13,106218,,
2791,265,103,27,25,14,106290,,
2792,265,65,32,12,15,106630,,
2793,265,81,29,10,16,106817,,
2794,265,104,29,9,17,107102,,
2795,265,110,15,29,18,107235,,
2796,265,50,22,6,19,107316,,
2797,265,94,18,23,20,107402,,
2798,265,70,32,11,21,107425,,
2799,265,100,33,20,22,108229,,
2800,265,105,18,24,23,108295,,
2801,265,106,33,19,24,108681,,
2802,265,101,31,31,25,108870,,
2803,265,111,31,32,26,109204,,
2804,266,30,22,5,1,78258,,
2805,266,71,3,0,2,78824,,
2806,266,14,3,2,3,80205,,
2807,266,77,6,28,4,80219,,
2808,266,79,25,3,5,80232,,
2809,266,84,1,8,6,80629,,
2810,266,56,17,15,7,80698,,
2811,266,49,15,30,8,80858,,
2812,266,44,27,26,9,80929,,
2813,266,22,17,14,10,80952,,
2814,266,87,25,4,11,80984,,
2815,266,50,22,6,12,81141,,
2816,266,55,6,27,13,81206,,
2817,266,112,1,7,14,81498,,
2818,266,94,18,23,15,81837,,
2819,266,104,29,9,16,81873,,
2820,266,110,15,29,17,81946,,
2821,266,103,27,25,18,82038,,
2822,266,81,29,10,19,82311,,
2823,266,105,18,24,20,82379,,
2824,266,100,33,20,21,82487,,
2825,266,70,32,11,22,82513,,
2826,266,101,31,31,23,82614,,
2827,266,65,32,12,24,82705,,
2828,266,106,33,19,25,82899,,
2829,266,111,31,32,26,84191,,
2830,267,22,17,14,1,141163,,
2831,267,30,22,5,2,141494,,
2832,267,71,3,0,3,141681,,
2833,267,56,17,15,4,142074,,
2834,267,55,6,27,5,142202,,
2835,267,50,22,6,6,142218,,
2836,267,14,3,2,7,142359,,
2837,267,57,1,7,8,142441,,
2838,267,49,15,30,9,142634,,
2839,267,94,18,23,10,143326,,
2840,267,77,6,28,11,143895,,
2841,267,87,25,4,12,144048,,
2842,267,84,1,8,13,144117,,
2843,267,81,29,10,14,145114,,
2844,267,110,15,29,15,145695,,
2845,267,103,27,25,16,146044,,
2846,267,44,27,26,17,146079,,
2847,267,105,18,24,18,146738,,
2848,267,112,33,19,19,146901,,
2849,267,65,32,12,20,147155,,
2850,267,101,31,31,21,147212,,
2851,267,100,33,20,22,148156,,
2852,267,79,25,3,23,148979,,
2853,267,104,29,9,24,150931,,
2854,267,111,31,32,25,151755,,
2855,267,113,32,11,26,153885,,
2856,268,55,6,27,1,83844,,
2857,268,77,6,28,2,83978,,
2858,268,71,3,0,3,84158,,
2859,268,65,32,12,4,84374,,
2860,268,14,3,2,5,84502,,
2861,268,44,27,26,6,85455,,
2862,268,57,1,7,7,85528,,
2863,268,110,15,29,8,85540,,
2864,268,56,17,15,9,85568,,
2865,268,50,22,6,10,85618,,
2866,268,49,15,30,11,85628,,
2867,268,103,27,25,12,85718,,
2868,268,70,32,11,13,85733,,
2869,268,79,25,3,14,85889,,
2870,268,84,1,8,15,85933,,
2871,268,22,17,14,16,85946,,
2872,268,81,29,10,17,86002,,
2873,268,94,18,23,18,86056,,
2874,268,104,29,9,19,86337,,
2875,268,109,22,5,20,86384,,
2876,268,87,25,4,21,86574,,
2877,268,105,18,24,22,86832,,
2878,268,114,33,19,23,87846,,
2879,268,100,33,20,24,87894,,
2880,268,111,31,32,25,88353,,
2881,268,101,31,31,26,88619,,
2882,269,77,6,28,1,80608,,
2883,269,71,3,0,2,80766,,
2884,269,14,3,2,3,81033,,
2885,269,57,1,7,4,81251,,
2886,269,55,6,27,5,81517,,
2887,269,79,25,3,6,81590,,
2888,269,84,1,8,7,81656,,
2889,269,22,17,14,8,81796,,
2890,269,49,15,30,9,81921,,
2891,269,50,22,6,10,82000,,
2892,269,104,29,9,11,82132,,
2893,269,87,25,4,12,82288,,
2894,269,56,17,15,13,82294,,
2895,269,109,22,5,14,82369,,
2896,269,44,27,26,15,82672,,
2897,269,81,29,10,16,82756,,
2898,269,110,15,29,17,82885,,
2899,269,94,18,23,18,83243,,
2900,269,105,18,24,19,83364,,
2901,269,65,32,12,20,83408,,
2902,269,103,27,25,21,83699,,
2903,269,100,33,20,22,84192,,
2904,269,114,33,19,23,84438,,
2905,269,101,31,31,24,84514,,
2906,269,113,32,11,25,85313,,
2907,269,111,31,32,26,85649,,
2908,270,30,22,5,1,82762,,
2909,270,71,3,0,2,82892,,
2910,270,95,3,2,3,83392,,
2911,270,49,15,30,4,83431,,
2912,270,22,17,14,5,83455,,
2913,270,77,6,28,6,83677,,
2914,270,65,27,25,7,84040,,
2915,270,81,29,10,8,84079,,
2916,270,57,1,7,9,84122,,
2917,270,56,17,15,10,84157,,
2918,270,44,27,26,11,84432,,
2919,270,50,22,6,12,84643,,
2920,270,79,25,3,13,84738,,
2921,270,87,25,4,14,84770,,
2922,270,84,1,8,15,85110,,
2923,270,55,6,27,16,85182,,
2924,270,94,18,23,17,85294,,
2925,270,110,15,29,18,85407,,
2926,270,104,29,9,19,85427,,
2927,270,105,18,24,20,85511,,
2928,270,70,32,12,21,85557,,
2929,270,103,32,11,22,85595,,
2930,270,100,33,20,23,86272,,
2931,270,115,33,19,24,87168,,
2932,270,101,31,31,25,87201,,
2933,270,93,31,32,26,87976,,
2934,271,30,22,5,1,97209,,
2935,271,71,3,0,2,97696,,
2936,271,49,15,30,3,97742,,
2937,271,95,3,2,4,97768,,
2938,271,65,22,6,5,97828,,
2939,271,56,17,15,6,97880,,
2940,271,55,6,27,7,97907,,
2941,271,57,1,7,8,97998,,
2942,271,84,1,8,9,98076,,
2943,271,22,17,14,10,98533,,
2944,271,77,6,28,11,98570,,
2945,271,81,29,10,12,99030,,
2946,271,87,25,4,13,99266,,
2947,271,79,25,3,14,99462,,
2948,271,109,15,29,15,99483,,
2949,271,94,18,23,16,99548,,
2950,271,70,32,12,17,99721,,
2951,271,104,29,9,18,99868,,
2952,271,44,27,26,19,100042,,
2953,271,116,27,25,20,100577,,
2954,271,105,18,24,21,100652,,
2955,271,100,33,20,22,100978,,
2956,271,115,33,19,23,100990,,
2957,271,101,31,31,24,101659,,
2958,271,63,32,11,25,101805,,
2959,271,89,31,32,26,105004,,
2960,272,95,3,2,1,76178,,
2961,272,30,22,5,2,76197,,
2962,272,71,3,0,3,76830,,
2963,272,57,1,7,4,76992,,
2964,272,22,17,14,5,77537,,
2965,272,56,17,15,6,77667,,
2966,272,65,22,6,7,77727,,
2967,272,55,6,27,8,77801,,
2968,272,84,1,8,9,77950,,
2969,272,49,15,30,10,77962,,
2970,272,77,6,28,11,78070,,
2971,272,44,27,26,12,78072,,
2972,272,87,25,4,13,78237,,
2973,272,70,32,12,14,78331,,
2974,272,79,25,3,15,78411,,
2975,272,105,18,24,16,78755,,
2976,272,109,15,29,17,78806,,
2977,272,94,18,23,18,78957,,
2978,272,104,29,9,19,79061,,
2979,272,116,27,25,20,79153,,
2980,272,81,29,10,21,79610,,
2981,272,63,32,11,22,79844,,
2982,272,115,33,19,23,80145,,
2983,272,101,31,31,24,80442,,
2984,272,98,33,20,25,82422,,
2985,272,93,31,32,26,82529,,
2986,1,18,23,22,1,85211,84855,86202
2987,1,22,23,23,2,85006,84783,86505
2988,1,20,9,15,3,85938,85121,86830
2989,1,9,2,5,4,85922,85152,86914
2990,1,3,3,16,5,85846,85123,86973
2991,1,10,7,10,6,85499,85281,86975
2992,1,13,6,3,7,85844,85319,87033
2993,1,15,7,9,8,86194,85265,87127
2994,1,8,6,4,9,85899,85380,87163
2995,1,17,9,14,10,85427,85241,87246
2996,1,2,2,6,11,85827,85504,
2997,1,4,4,7,12,86026,85605,
2998,1,6,3,17,13,86074,85607,
2999,1,5,1,2,14,86184,85726,
3000,1,1,1,1,15,86454,,
3001,1,67,5,12,16,86503,,
3002,1,12,4,8,17,86598,,
3003,1,21,10,21,18,86677,,
3004,1,16,10,20,19,86742,,
3005,1,7,5,11,20,86964,,
3006,2,18,23,22,1,95058,93784,95181
3007,2,15,7,9,2,94745,93990,95273
3008,2,20,9,15,3,94935,94276,95518
3009,2,22,23,23,4,94681,94387,95651
3010,2,10,7,10,5,94907,94258,95690
3011,2,3,3,16,6,95083,94547,95750
3012,2,17,9,14,7,95027,94222,95797
3013,2,9,2,5,8,95166,94562,96106
3014,2,8,6,4,9,95476,94456,96170
3015,2,4,4,7,10,95260,94706,97659
3016,2,2,2,5,11,95110,94769,
3017,2,6,3,17,12,95341,94788,
