resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
12479,515,163,4,16,0,,W,25,0.0,0,,,,,,54
12480,515,219,4,15,0,,W,26,0.0,0,,,,,,54
12481,516,221,27,25,2,1,1,1,9.0,75,5951840,,,,,1
12482,516,199,32,2,8,2,2,2,6.0,75,5972780,,,,,1
12483,516,207,32,1,4,3,3,3,4.0,75,5979150,,,,,1
12484,516,222,6,11,5,4,4,4,3.0,75,5980520,,,,,1
12485,516,197,25,4,12,5,5,5,2.0,75,5982230,,,,,1
12486,516,202,25,3,10,6,6,6,1.0,75,6000270,,,,,1
12487,516,203,6,12,3,7,7,7,0.0,75,6004150,,,,,1
12488,516,200,21,30,17,8,8,8,0.0,75,6026680,,,,,1
12489,516,163,4,16,11,9,9,9,0.0,74,,,,,,11
12490,516,119,21,29,16,10,10,10,0.0,74,,,,,,11
12491,516,224,56,14,19,11,11,11,0.0,74,,,,,,11
12492,516,136,58,17,24,12,12,12,0.0,73,,,,,,12
12493,516,175,1,8,20,13,13,13,0.0,72,,,,,,13
12494,516,233,54,9,21,14,14,14,0.0,69,,,,,,16
12495,516,182,204,5,6,,R,15,0.0,63,,,,,,47
12496,516,212,32,31,23,,R,16,0.0,58,,,,,,5
12497,516,178,3,27,13,,R,17,0.0,54,,,,,,6
12498,516,173,58,18,22,,R,18,0.0,52,,,,,,5
12499,516,223,3,28,14,,R,19,0.0,32,,,,,,5
12500,516,231,59,20,15,,R,20,0.0,26,,,,,,23
12501,516,219,4,15,9,,R,21,0.0,21,,,,,,101
12502,516,187,1,7,18,,R,22,0.0,21,,,,,,5
12503,516,172,27,26,1,,R,23,0.0,15,,,,,,5
12504,516,137,204,6,7,,R,24,0.0,15,,,,,,98
12505,516,206,57,22,0,,F,25,0.0,0,,,,,,81
12506,516,232,60,24,0,,F,26,0.0,0,,,,,,81
12507,516,234,61,36,0,,F,27,0.0,0,,,,,,81
12508,517,222,6,11,7,1,1,1,9.0,70,5999530,,,,,1
12509,517,172,27,26,1,2,2,2,6.0,70,6014890,,,,,1
12510,517,202,25,3,12,3,3,3,4.0,70,6034700,,,,,1
12511,517,199,32,2,10,4,4,4,3.0,70,6046020,,,,,1
12512,517,119,21,29,16,5,5,5,2.0,70,6063840,,,,,1
12513,517,187,1,7,19,6,6,6,1.0,70,6065380,,,,,1
12514,517,203,6,12,6,7,7,7,0.0,69,,,,,,11
12515,517,233,54,9,20,8,8,8,0.0,69,,,,,,11
12516,517,224,56,14,23,9,9,9,0.0,68,,,,,,12
12517,517,136,58,17,21,10,10,10,0.0,68,,,,,,12
12518,517,197,25,4,11,11,11,11,0.0,67,,,,,,13
12519,517,221,27,25,2,,R,12,0.0,46,,,,,,3
12520,517,231,59,20,9,,R,13,0.0,40,,,,,,3
12521,517,178,3,27,4,,R,14,0.0,39,,,,,,10
12522,517,207,32,1,5,,R,15,0.0,27,,,,,,23
12523,517,137,204,6,3,,R,16,0.0,23,,,,,,5
12524,517,182,204,5,13,,R,17,0.0,23,,,,,,5
12525,517,163,4,16,18,,R,18,0.0,22,,,,,,101
12526,517,152,51,35,14,,R,19,0.0,21,,,,,,3
12527,517,173,58,18,24,,R,20,0.0,21,,,,,,3
12528,517,200,21,30,22,,R,21,0.0,17,,,,,,20
12529,517,212,32,31,15,,R,22,0.0,13,,,,,,7
12530,517,219,4,15,17,,R,23,0.0,13,,,,,,101
12531,517,223,3,28,8,,R,24,0.0,1,,,,,,3
12532,517,175,1,8,0,,F,25,0.0,0,,,,,,81
12533,517,232,60,24,0,,F,26,0.0,0,,,,,,81
12534,517,206,57,22,0,,F,27,0.0,0,,,,,,81
12535,517,234,61,36,0,,F,28,0.0,0,,,,,,81
12536,518,222,6,11,1,1,1,1,9.0,76,6922480,,,,,1
12537,518,223,3,28,16,2,2,2,6.0,76,6922920,,,,,1
12538,518,199,32,2,11,3,3,3,4.0,76,6931050,,,,,1
12539,518,187,1,7,14,4,4,4,3.0,76,6963790,,,,,1
12540,518,221,27,25,3,5,5,5,2.0,75,,,,,,5
12541,518,200,21,30,8,6,6,6,1.0,69,,,,,,17
12542,518,137,204,6,18,,R,7,0.0,68,,,,,,7
12543,518,219,4,15,20,,N,8,0.0,68,,,,,,18
12544,518,172,27,26,5,,R,9,0.0,55,,,,,,6
12545,518,203,6,12,2,,R,10,0.0,54,,,,,,7
12546,518,178,3,27,9,,R,11,0.0,43,,,,,,38
12547,518,197,25,4,6,,R,12,0.0,34,,,,,,22
12548,518,233,54,9,12,,R,13,0.0,30,,,,,,36
12549,518,182,204,5,4,,R,14,0.0,21,,,,,,3
12550,518,202,25,3,7,,R,15,0.0,21,,,,,,3
12551,518,207,32,1,13,,R,16,0.0,21,,,,,,22
12552,518,224,56,14,17,,R,17,0.0,17,,,,,,5
12553,518,163,4,16,19,,R,18,0.0,8,,,,,,3
12554,518,231,59,20,10,,R,19,0.0,4,,,,,,7
12555,518,119,21,29,15,,R,20,0.0,4,,,,,,22
12556,518,173,58,18,0,,F,21,0.0,0,,,,,,81
12557,518,175,1,8,0,,F,22,0.0,0,,,,,,81
12558,518,136,58,17,0,,F,23,0.0,0,,,,,,81
12559,518,206,57,22,0,,F,24,0.0,0,,,,,,81
12560,518,234,60,24,0,,F,25,0.0,0,,,,,,97
12561,519,219,4,15,1,1,1,1,9.0,80,5720420,,,,,1
12562,519,203,6,12,3,2,2,2,6.0,80,5735010,,,,,1
12563,519,163,4,16,2,3,3,3,4.0,80,5735250,,,,,1
12564,519,178,3,27,7,4,4,4,3.0,80,5757030,,,,,1
12565,519,197,25,4,10,5,5,5,2.0,80,5784930,,,,,1
12566,519,223,3,28,9,6,6,6,1.0,80,5785930,,,,,1
12567,519,222,6,11,5,7,7,7,0.0,79,,,,,,11
12568,519,172,27,26,8,8,8,8,0.0,79,,,,,,11
12569,519,177,59,20,16,9,9,9,0.0,79,,,,,,11
12570,519,175,1,8,20,10,10,10,0.0,78,,,,,,12
12571,519,187,1,7,15,11,11,11,0.0,78,,,,,,12
12572,519,212,32,31,23,12,12,12,0.0,78,,,,,,12
12573,519,199,32,2,13,13,13,13,0.0,77,,,,,,13
12574,519,119,21,29,19,14,14,14,0.0,77,,,,,,13
12575,519,200,21,30,22,15,15,15,0.0,75,,,,,,15
12576,519,173,58,18,24,16,16,16,0.0,75,,,,,,15
12577,519,152,51,35,17,17,17,17,0.0,75,,,,,,15
12578,519,136,58,17,21,18,18,18,0.0,73,,,,,,17
12579,519,202,25,3,11,,R,19,0.0,71,,,,,,22
12580,519,224,56,14,18,,R,20,0.0,53,,,,,,5
12581,519,137,204,6,4,,R,21,0.0,52,,,,,,3
12582,519,207,32,1,12,,R,22,0.0,51,,,,,,23
12583,519,235,27,25,14,,R,23,0.0,45,,,,,,5
12584,519,182,204,5,6,,R,24,0.0,23,,,,,,20
12585,519,233,54,9,0,,W,25,0.0,0,,,,,,54
12586,519,236,57,22,0,,F,26,0.0,0,,,,,,81
12587,519,232,60,24,0,,F,27,0.0,0,,,,,,81
12588,520,223,3,28,4,1,1,1,9.0,68,5171170,,,,,1
12589,520,163,4,16,5,2,2,2,6.0,68,5195450,,,,,1
12590,520,197,25,4,16,3,3,3,4.0,67,,,,,,11
12591,520,187,1,7,7,4,4,4,3.0,67,,,,,,11
12592,520,222,6,11,11,5,5,5,2.0,67,,,,,,11
12593,520,235,27,25,17,6,6,6,1.0,67,,,,,,11
12594,520,175,1,8,18,7,7,7,0.0,66,,,,,,60
12595,520,199,32,2,8,8,8,8,0.0,66,,,,,,12
12596,520,212,32,31,26,9,9,9,0.0,66,,,,,,12
12597,520,202,25,3,15,10,10,10,0.0,66,,,,,,12
12598,520,136,58,17,21,11,11,11,0.0,65,,,,,,13
12599,520,173,58,18,12,12,12,12,0.0,65,,,,,,13
12600,520,236,57,22,23,13,13,13,0.0,65,,,,,,13
12601,520,203,6,12,13,14,14,14,0.0,63,,,,,,69
12602,520,119,21,29,19,,R,15,0.0,45,,,,,,6
12603,520,172,27,26,10,,R,16,0.0,44,,,,,,5
12604,520,177,59,20,14,,R,17,0.0,44,,,,,,69
12605,520,178,3,27,1,,R,18,0.0,38,,,,,,103
12606,520,200,21,30,20,,R,19,0.0,37,,,,,,6
12607,520,224,56,14,22,,R,20,0.0,25,,,,,,5
12608,520,219,4,15,2,,R,21,0.0,21,,,,,,101
12609,520,182,204,5,6,,R,22,0.0,12,,,,,,23
12610,520,207,32,1,9,,R,23,0.0,3,,,,,,36
12611,520,137,204,6,3,,R,24,0.0,1,,,,,,20
12612,520,233,54,9,0,,F,25,0.0,0,,,,,,81
12613,520,232,60,24,0,,F,26,0.0,0,,,,,,81
12614,521,178,3,27,2,1,1,1,9.0,45,5088830,,,,,1
12615,521,223,3,28,6,2,2,2,6.0,45,5091740,,,,,1
12616,521,172,27,26,3,3,3,3,4.0,45,5107220,,,,,1
12617,521,222,6,11,5,4,4,4,3.0,45,5120030,,,,,1
12618,521,187,1,7,12,5,5,5,2.0,45,5186630,,,,,1
12619,521,200,21,30,18,6,6,6,1.0,44,,,,,,11
12620,521,209,25,4,16,7,7,7,0.0,44,,,,,,11
12621,521,203,6,12,9,8,8,8,0.0,44,,,,,,11
12622,521,202,25,3,8,9,9,9,0.0,44,,,,,,11
12623,521,136,58,17,20,10,10,10,0.0,44,,,,,,11
12624,521,173,58,18,21,11,11,11,0.0,43,,,,,,12
12625,521,137,204,6,4,12,12,12,0.0,42,,,,,,5
12626,521,119,21,29,19,,R,13,0.0,34,,,,,,27
12627,521,175,1,8,15,,R,14,0.0,30,,,,,,22
12628,521,177,59,20,17,,R,15,0.0,29,,,,,,5
12629,521,182,204,5,7,,R,16,0.0,27,,,,,,5
12630,521,235,27,25,14,,R,17,0.0,24,,,,,,27
12631,521,212,32,31,24,,R,18,0.0,22,,,,,,64
12632,521,207,32,1,11,,R,19,0.0,16,,,,,,7
12633,521,163,4,16,10,,R,20,0.0,9,,,,,,27
12634,521,219,4,15,1,,R,21,0.0,7,,,,,,20
12635,521,224,56,14,22,,R,22,0.0,4,,,,,,10
12636,521,199,32,2,13,,R,23,0.0,1,,,,,,3
12637,521,233,54,9,23,,R,24,0.0,0,,,,,,22
12638,521,236,57,22,0,,F,25,0.0,0,,,,,,81
12639,521,232,60,24,0,,F,26,0.0,0,,,,,,81
12640,522,178,3,27,2,1,1,1,9.0,54,5258010,,,,,1
12641,522,203,6,12,5,2,2,2,6.0,54,5294060,,,,,1
12642,522,172,27,26,8,3,3,3,4.0,54,5304780,,,,,1
12643,522,222,6,11,9,4,4,4,3.0,54,5305220,,,,,1
12644,522,223,3,28,6,5,5,5,2.0,54,5306930,,,,,1
12645,522,163,4,16,1,6,6,6,1.0,53,,,,,,11
12646,522,202,25,3,10,7,7,7,0.0,53,,,,,,11
12647,522,206,25,4,11,8,8,8,0.0,53,,,,,,11
12648,522,187,1,7,16,9,9,9,0.0,53,,,,,,11
12649,522,175,1,8,14,10,10,10,0.0,53,,,,,,11
12650,522,182,204,5,4,,R,11,0.0,45,,,,,,5
12651,522,236,57,22,24,,R,12,0.0,42,,,,,,22
12652,522,119,21,29,13,,R,13,0.0,34,,,,,,22
12653,522,173,58,18,22,,R,14,0.0,34,,,,,,5
12654,522,137,204,6,7,,R,15,0.0,32,,,,,,5
12655,522,233,54,9,18,,R,16,0.0,28,,,,,,5
12656,522,235,27,25,21,,R,17,0.0,26,,,,,,5
12657,522,199,32,2,17,,R,18,0.0,22,,,,,,64
12658,522,219,4,15,3,,R,19,0.0,16,,,,,,6
12659,522,177,59,20,19,,R,20,0.0,15,,,,,,10
12660,522,224,56,14,12,,R,21,0.0,15,,,,,,23
12661,522,136,58,17,23,,R,22,0.0,3,,,,,,3
12662,522,200,21,30,20,,R,23,0.0,1,,,,,,5
12663,522,207,32,1,15,,R,24,0.0,0,,,,,,8
12664,522,212,32,31,0,,F,25,0.0,0,,,,,,81
12665,522,232,60,24,0,,F,26,0.0,0,,,,,,81
12666,523,178,3,27,2,1,1,1,9.0,75,6079775,,,,,1
12667,523,222,6,11,5,2,2,2,6.0,75,6101558,,,,,1
12668,523,172,27,26,7,3,3,3,4.0,75,6143028,,,,,1
12669,523,137,204,6,11,4,4,4,3.0,74,,,,,,11
12670,523,235,27,25,20,5,5,5,2.0,74,,,,,,11
12671,523,200,21,30,18,6,6,6,1.0,73,,,,,,12
12672,523,212,32,31,24,7,7,7,0.0,73,,,,,,12
12673,523,202,25,3,10,,R,8,0.0,51,,,,,,22
12674,523,203,6,12,6,,R,9,0.0,49,,,,,,27
12675,523,173,58,18,22,,R,10,0.0,40,,,,,,7
12676,523,177,59,20,8,,R,11,0.0,33,,,,,,5
12677,523,219,4,15,4,,R,12,0.0,26,,,,,,8
12678,523,187,1,7,12,,R,13,0.0,22,,,,,,5
12679,523,197,25,4,16,,R,14,0.0,20,,,,,,20
12680,523,233,54,9,15,,R,15,0.0,19,,,,,,7
12681,523,136,58,17,23,,R,16,0.0,12,,,,,,6
12682,523,207,32,1,17,,R,17,0.0,9,,,,,,22
12683,523,119,21,29,19,,R,18,0.0,7,,,,,,23
12684,523,175,1,8,14,,R,19,0.0,6,,,,,,5
12685,523,182,204,5,9,,W,20,0.0,4,,,,,,54
12686,523,224,56,14,21,,R,21,0.0,2,,,,,,10
12687,523,199,32,2,13,,R,22,0.0,1,,,,,,22
12688,523,163,4,16,1,,R,23,0.0,1,,,,,,22
12689,523,223,3,28,3,,R,24,0.0,0,,,,,,3
12690,523,236,57,22,0,,F,25,0.0,0,,,,,,81
12691,523,232,60,24,0,,F,26,0.0,0,,,,,,81
12692,524,222,6,11,3,1,1,1,9.0,50,4920220,,,,,1
12693,524,203,6,12,5,2,2,2,6.0,50,4920680,,,,,1
12694,524,223,3,28,6,3,3,3,4.0,50,4925000,,,,,1
12695,524,182,204,5,9,4,4,4,3.0,50,4974620,,,,,1
12696,524,207,32,1,10,5,5,5,2.0,50,4979920,,,,,1
12697,524,197,25,4,16,6,6,6,1.0,50,4981770,,,,,1
12698,524,199,32,2,13,7,7,7,0.0,50,5004360,,,,,1
12699,524,224,56,14,20,8,8,8,0.0,49,,,,,,11
12700,524,178,3,27,4,9,9,9,0.0,49,,,,,,11
12701,524,202,25,3,12,10,10,10,0.0,49,,,,,,11
12702,524,233,54,9,15,11,11,11,0.0,49,,,,,,11
12703,524,230,51,36,22,12,12,12,0.0,49,,,,,,11
12704,524,119,21,29,17,13,13,13,0.0,47,,,,,,13
12705,524,219,4,15,1,14,14,14,0.0,45,,,,,,5
12706,524,172,27,26,7,,R,15,0.0,41,,,,,,5
12707,524,177,59,20,23,,R,16,0.0,41,,,,,,5
12708,524,235,27,25,11,,R,17,0.0,40,,,,,,5
12709,524,173,58,18,24,,R,18,0.0,33,,,,,,8
12710,524,152,51,35,18,,R,19,0.0,28,,,,,,20
12711,524,163,4,16,2,,R,20,0.0,13,,,,,,5
12712,524,187,1,7,19,,R,21,0.0,13,,,,,,3
12713,524,175,1,8,14,,R,22,0.0,3,,,,,,5
12714,524,200,21,30,21,,R,23,0.0,3,,,,,,22
12715,524,137,204,6,8,,R,24,0.0,1,,,,,,3
12716,524,136,58,17,0,,F,25,0.0,0,,,,,,81
12717,524,176,57,22,0,,F,26,0.0,0,,,,,,81
12718,524,232,60,24,0,,F,27,0.0,0,,,,,,81
12719,524,212,62,31,0,,F,28,0.0,0,,,,,,81
12720,525,178,3,27,1,1,1,1,9.0,72,6726892,,,,,1
12721,525,203,6,12,2,2,2,2,6.0,72,6727972,,,,,1
12722,525,223,3,28,3,3,3,3,4.0,72,6800548,,,,,1
12723,525,222,6,11,9,4,4,4,3.0,71,,,,,,11
12724,525,202,25,3,6,5,5,5,2.0,71,,,,,,11
12725,525,187,1,7,17,6,6,6,1.0,70,,,,,,12
12726,525,217,182,5,17,7,7,7,0.0,68,,,,,,14
12727,525,224,56,14,15,8,8,8,0.0,67,,,,,,15
12728,525,136,58,17,21,9,9,9,0.0,67,,,,,,15
12729,525,207,32,1,10,10,10,10,0.0,66,,,,,,60
12730,525,137,182,6,4,,R,11,0.0,61,,,,,,6
12731,525,230,51,36,18,,R,12,0.0,52,,,,,,69
12732,525,235,27,25,16,,R,13,0.0,47,,,,,,6
12733,525,197,25,4,13,,R,14,0.0,33,,,,,,5
12734,525,206,25,33,24,,R,15,0.0,28,,,,,,5
12735,525,212,62,31,22,,R,16,0.0,26,,,,,,83
12736,525,219,4,15,7,,R,17,0.0,24,,,,,,23
12737,525,173,58,18,23,,R,18,0.0,24,,,,,,80
12738,525,199,32,2,11,,R,19,0.0,23,,,,,,22
12739,525,119,21,29,14,,R,20,0.0,20,,,,,,20
12740,525,175,1,8,20,,R,21,0.0,19,,,,,,5
12741,525,163,4,16,8,,R,22,0.0,14,,,,,,3
12742,525,233,54,9,12,,R,23,0.0,14,,,,,,3
12743,525,172,27,26,5,,R,24,0.0,10,,,,,,5
12744,525,200,21,30,0,,F,25,0.0,0,,,,,,81
12745,525,176,57,22,0,,F,26,0.0,0,,,,,,81
12746,525,177,59,20,0,,F,27,0.0,0,,,,,,81
12747,525,237,56,19,0,,F,28,0.0,0,,,,,,81
12748,525,232,60,24,0,,F,29,0.0,0,,,,,,81
12749,525,182,182,5,0,,W,30,0.0,0,,,,,,54
12750,526,203,6,12,3,1,1,1,9.0,59,6737734,,,,,1
12751,526,163,4,16,7,2,2,2,6.0,59,6786521,,,,,1
12752,526,202,25,3,10,3,3,3,4.0,59,6790933,,,,,1
12753,526,173,58,18,20,4,4,4,3.0,59,6828246,,,,,1
12754,526,233,54,9,14,5,5,5,2.0,59,6838993,,,,,1
12755,526,187,1,7,13,6,6,6,1.0,58,,,,,,11
12756,526,224,56,14,23,7,7,7,0.0,54,,,,,,15
12757,526,137,182,6,2,,R,8,0.0,53,,,,,,7
12758,526,206,25,33,15,,R,9,0.0,52,,,,,,20
12759,526,222,6,11,16,,R,10,0.0,48,,,,,,27
12760,526,119,21,29,19,,R,11,0.0,44,,,,,,22
12761,526,178,3,27,1,,R,12,0.0,36,,,,,,36
12762,526,176,57,22,21,,R,13,0.0,32,,,,,,5
12763,526,223,3,28,5,,R,14,0.0,29,,,,,,3
12764,526,217,182,5,9,,R,15,0.0,25,,,,,,20
12765,526,219,4,15,8,,R,16,0.0,24,,,,,,5
12766,526,177,59,20,12,,R,17,0.0,20,,,,,,3
12767,526,175,1,8,22,,R,18,0.0,20,,,,,,5
12768,526,197,25,4,11,,R,19,0.0,18,,,,,,3
12769,526,207,32,1,17,,R,20,0.0,16,,,,,,6
12770,526,199,32,2,6,,R,21,0.0,6,,,,,,20
12771,526,172,27,26,4,,R,22,0.0,3,,,,,,20
12772,526,235,27,25,24,,R,23,0.0,2,,,,,,20
12773,526,152,51,35,18,,R,24,0.0,0,,,,,,20
12774,526,230,51,36,0,,F,25,0.0,0,,,,,,81
12775,526,200,21,30,0,,F,26,0.0,0,,,,,,81
12776,526,136,58,17,0,,F,27,0.0,0,,,,,,81
12777,526,212,62,31,0,,F,28,0.0,0,,,,,,81
12778,526,237,56,19,0,,F,29,0.0,0,,,,,,81
12779,526,232,60,24,0,,F,30,0.0,0,,,,,,81
12780,527,207,32,5,1,1,1,1,9.0,52,5824470,,,,,1
12781,527,182,34,1,5,2,2,2,6.0,52,5837680,,,,,1
12782,527,221,25,4,10,3,3,3,4.0,52,5838110,,,,,1
12783,527,231,1,7,6,4,4,4,3.0,52,5840520,,,,,1
12784,527,238,32,6,3,5,5,5,2.0,52,5899320,,,,,1
12785,527,175,1,8,9,6,6,6,1.0,52,5904370,,,,,1
12786,527,199,6,11,2,7,7,7,0.0,52,5907070,,,,,1
12787,527,203,6,12,7,8,8,8,0.0,52,5923350,,,,,1
12788,527,224,56,14,17,9,9,9,0.0,52,5925070,,,,,1
12789,527,222,59,20,15,10,10,10,0.0,52,5927970,,,,,1
12790,527,200,54,9,13,11,11,11,0.0,52,5933540,,,,,1
12791,527,197,54,10,11,12,12,12,0.0,51,,,,,,11
12792,527,239,1,30,24,13,13,13,0.0,51,,,,,,11
12793,527,202,25,3,23,14,14,14,0.0,51,,,,,,11
12794,527,223,58,17,16,15,15,15,0.0,51,,,,,,11
12795,527,172,27,26,8,16,16,16,0.0,50,,,,,,5
12796,527,233,58,16,18,17,17,17,0.0,50,,,,,,12
12797,527,230,63,19,12,18,18,18,0.0,50,,,,,,12
12798,527,187,34,2,4,,R,19,0.0,41,,,,,,5
12799,527,178,3,27,14,,R,20,0.0,36,,,,,,69
12800,527,240,57,22,21,,R,21,0.0,35,,,,,,99
12801,527,241,57,23,22,,R,22,0.0,28,,,,,,5
12802,527,232,60,37,20,,R,23,0.0,9,,,,,,24
12803,527,211,63,18,19,,R,24,0.0,4,,,,,,25
12804,527,212,32,25,0,,F,25,0.0,0,,,,,,81
12805,527,158,55,32,0,,F,26,0.0,0,,,,,,81
12806,527,242,64,24,0,,F,27,0.0,0,,,,,,81
12807,528,199,6,11,4,1,1,1,9.0,63,6599860,,,,,1
12808,528,224,56,14,7,2,2,2,6.0,63,6648990,,,,,1
